Date,State,StateAbbreviation,NumberOfFloods
2018-01-01,Louisiana,LA,6
2018-02-01,Louisiana,LA,50
2018-03-01,Louisiana,LA,9
2018-04-01,Louisiana,LA,6
2018-05-01,Louisiana,LA,1
2018-06-01,Louisiana,LA,2
2018-07-01,Louisiana,LA,3
2018-08-01,Louisiana,LA,2
2018-09-01,Louisiana,LA,20
2018-10-01,Louisiana,LA,0
2018-11-01,Louisiana,LA,7
2018-12-01,Louisiana,LA,10
2019-01-01,Louisiana,LA,9
2019-02-01,Louisiana,LA,0
2019-03-01,Louisiana,LA,0
2019-04-01,Louisiana,LA,30
2019-05-01,Louisiana,LA,46
2019-06-01,Louisiana,LA,15
2019-07-01,Louisiana,LA,19
2019-08-01,Louisiana,LA,4
2019-09-01,Louisiana,LA,1
2019-10-01,Louisiana,LA,2
2019-11-01,Louisiana,LA,0
2019-12-01,Louisiana,LA,0
2020-01-01,Louisiana,LA,37
2020-02-01,Louisiana,LA,11
2020-03-01,Louisiana,LA,0
2020-04-01,Louisiana,LA,22
2020-05-01,Louisiana,LA,9
2020-06-01,Louisiana,LA,2
2020-07-01,Louisiana,LA,14
2020-08-01,Louisiana,LA,6
2020-09-01,Louisiana,LA,2
2020-10-01,Louisiana,LA,23
2020-11-01,Louisiana,LA,0
2020-12-01,Louisiana,LA,0
2021-01-01,Louisiana,LA,0
2021-02-01,Louisiana,LA,0
2021-03-01,Louisiana,LA,0
2021-04-01,Louisiana,LA,0
2021-05-01,Louisiana,LA,0
2021-06-01,Louisiana,LA,0
2021-07-01,Louisiana,LA,0
2021-08-01,Louisiana,LA,0
2021-09-01,Louisiana,LA,0
2021-10-01,Louisiana,LA,0
2021-11-01,Louisiana,LA,0
2021-12-01,Louisiana,LA,0
2006-01-01,Massachusetts,MA,0
2006-02-01,Massachusetts,MA,0
2006-03-01,Massachusetts,MA,0
2006-04-01,Massachusetts,MA,0
2006-05-01,Massachusetts,MA,0
2006-06-01,Massachusetts,MA,0
2006-07-01,Massachusetts,MA,0
2006-08-01,Massachusetts,MA,0
2006-09-01,Massachusetts,MA,0
2006-10-01,Massachusetts,MA,7
2006-11-01,Massachusetts,MA,1
2006-12-01,Massachusetts,MA,0
2007-01-01,Massachusetts,MA,0
2007-02-01,Massachusetts,MA,0
2007-03-01,Massachusetts,MA,6
2007-04-01,Massachusetts,MA,34
2007-05-01,Massachusetts,MA,0
2007-06-01,Massachusetts,MA,0
2007-07-01,Massachusetts,MA,1
2007-08-01,Massachusetts,MA,0
2007-09-01,Massachusetts,MA,1
2007-10-01,Massachusetts,MA,0
2007-11-01,Massachusetts,MA,3
2007-12-01,Massachusetts,MA,0
2008-01-01,Massachusetts,MA,1
2008-02-01,Massachusetts,MA,11
2008-03-01,Massachusetts,MA,10
2008-04-01,Massachusetts,MA,0
2008-05-01,Massachusetts,MA,1
2008-06-01,Massachusetts,MA,6
2008-07-01,Massachusetts,MA,8
2008-08-01,Massachusetts,MA,15
2008-09-01,Massachusetts,MA,9
2008-10-01,Massachusetts,MA,1
2008-11-01,Massachusetts,MA,1
2008-12-01,Massachusetts,MA,4
2009-01-01,Massachusetts,MA,0
2009-02-01,Massachusetts,MA,0
2009-03-01,Massachusetts,MA,0
2009-04-01,Massachusetts,MA,0
2009-05-01,Massachusetts,MA,2
2009-06-01,Massachusetts,MA,7
2009-07-01,Massachusetts,MA,11
2009-08-01,Massachusetts,MA,4
2009-09-01,Massachusetts,MA,1
2009-10-01,Massachusetts,MA,5
2009-11-01,Massachusetts,MA,0
2009-12-01,Massachusetts,MA,1
2010-01-01,Massachusetts,MA,6
2010-02-01,Massachusetts,MA,2
2010-03-01,Massachusetts,MA,23
2010-04-01,Massachusetts,MA,6
2010-05-01,Massachusetts,MA,0
2010-06-01,Massachusetts,MA,2
2010-07-01,Massachusetts,MA,6
2010-08-01,Massachusetts,MA,6
2010-09-01,Massachusetts,MA,2
2010-10-01,Massachusetts,MA,2
2010-11-01,Massachusetts,MA,1
2010-12-01,Massachusetts,MA,5
2011-01-01,Massachusetts,MA,0
2011-02-01,Massachusetts,MA,0
2011-03-01,Massachusetts,MA,6
2011-04-01,Massachusetts,MA,1
2011-05-01,Massachusetts,MA,0
2011-06-01,Massachusetts,MA,0
2011-07-01,Massachusetts,MA,7
2011-08-01,Massachusetts,MA,23
2011-09-01,Massachusetts,MA,7
2011-10-01,Massachusetts,MA,12
2011-11-01,Massachusetts,MA,2
2011-12-01,Massachusetts,MA,0
2012-01-01,Massachusetts,MA,0
2012-02-01,Massachusetts,MA,0
2012-03-01,Massachusetts,MA,0
2012-04-01,Massachusetts,MA,0
2012-05-01,Massachusetts,MA,0
2012-06-01,Massachusetts,MA,26
2012-07-01,Massachusetts,MA,6
2012-08-01,Massachusetts,MA,21
2012-09-01,Massachusetts,MA,2
2012-10-01,Massachusetts,MA,15
2012-11-01,Massachusetts,MA,0
2012-12-01,Massachusetts,MA,7
2013-01-01,Massachusetts,MA,0
2013-02-01,Massachusetts,MA,6
2013-03-01,Massachusetts,MA,7
2013-04-01,Massachusetts,MA,0
2013-05-01,Massachusetts,MA,10
2013-06-01,Massachusetts,MA,14
2013-07-01,Massachusetts,MA,16
2013-08-01,Massachusetts,MA,5
2013-09-01,Massachusetts,MA,32
2013-10-01,Massachusetts,MA,0
2013-11-01,Massachusetts,MA,0
2013-12-01,Massachusetts,MA,4
2014-01-01,Massachusetts,MA,24
2014-02-01,Massachusetts,MA,0
2014-03-01,Massachusetts,MA,24
2014-04-01,Massachusetts,MA,0
2014-05-01,Massachusetts,MA,8
2014-06-01,Massachusetts,MA,32
2014-07-01,Massachusetts,MA,50
2014-08-01,Massachusetts,MA,21
2014-09-01,Massachusetts,MA,0
2014-10-01,Massachusetts,MA,38
2014-11-01,Massachusetts,MA,10
2014-12-01,Massachusetts,MA,18
2015-01-01,Massachusetts,MA,14
2015-02-01,Massachusetts,MA,0
2015-03-01,Massachusetts,MA,0
2015-04-01,Massachusetts,MA,0
2015-05-01,Massachusetts,MA,6
2015-06-01,Massachusetts,MA,2
2015-07-01,Massachusetts,MA,24
2015-08-01,Massachusetts,MA,32
2015-09-01,Massachusetts,MA,32
2015-10-01,Massachusetts,MA,5
2015-11-01,Massachusetts,MA,0
2015-12-01,Massachusetts,MA,0
2016-01-01,Massachusetts,MA,7
2016-02-01,Massachusetts,MA,9
2016-03-01,Massachusetts,MA,0
2016-04-01,Massachusetts,MA,0
2016-05-01,Massachusetts,MA,7
2016-06-01,Massachusetts,MA,5
2016-07-01,Massachusetts,MA,5
2016-08-01,Massachusetts,MA,11
2016-09-01,Massachusetts,MA,0
2016-10-01,Massachusetts,MA,5
2016-11-01,Massachusetts,MA,0
2016-12-01,Massachusetts,MA,0
2017-01-01,Massachusetts,MA,0
2017-02-01,Massachusetts,MA,0
2017-03-01,Massachusetts,MA,0
2017-04-01,Massachusetts,MA,6
2017-05-01,Massachusetts,MA,1
2017-06-01,Massachusetts,MA,10
2017-07-01,Massachusetts,MA,38
2017-08-01,Massachusetts,MA,26
2017-09-01,Massachusetts,MA,14
2017-10-01,Massachusetts,MA,30
2017-11-01,Massachusetts,MA,0
2017-12-01,Massachusetts,MA,0
2018-01-01,Massachusetts,MA,33
2018-02-01,Massachusetts,MA,0
2018-03-01,Massachusetts,MA,8
2018-04-01,Massachusetts,MA,9
2018-05-01,Massachusetts,MA,3
2018-06-01,Massachusetts,MA,16
2018-07-01,Massachusetts,MA,38
2018-08-01,Massachusetts,MA,43
2018-09-01,Massachusetts,MA,45
2018-10-01,Massachusetts,MA,0
2018-11-01,Massachusetts,MA,15
2018-12-01,Massachusetts,MA,2
2019-01-01,Massachusetts,MA,3
2019-02-01,Massachusetts,MA,0
2019-03-01,Massachusetts,MA,0
2019-04-01,Massachusetts,MA,3
2019-05-01,Massachusetts,MA,0
2019-06-01,Massachusetts,MA,1
2019-07-01,Massachusetts,MA,36
2019-08-01,Massachusetts,MA,9
2019-09-01,Massachusetts,MA,15
2019-10-01,Massachusetts,MA,16
2019-11-01,Massachusetts,MA,0
2019-12-01,Massachusetts,MA,0
2020-01-01,Massachusetts,MA,0
2020-02-01,Massachusetts,MA,0
2020-03-01,Massachusetts,MA,0
2020-04-01,Massachusetts,MA,6
2020-05-01,Massachusetts,MA,6
2020-06-01,Massachusetts,MA,38
2020-07-01,Massachusetts,MA,12
2020-08-01,Massachusetts,MA,13
2020-09-01,Massachusetts,MA,9
2020-10-01,Massachusetts,MA,0
2020-11-01,Massachusetts,MA,0
2020-12-01,Massachusetts,MA,7
2021-01-01,Massachusetts,MA,0
2021-02-01,Massachusetts,MA,0
2021-03-01,Massachusetts,MA,0
2021-04-01,Massachusetts,MA,0
2021-05-01,Massachusetts,MA,0
2021-06-01,Massachusetts,MA,0
2021-07-01,Massachusetts,MA,0
2021-08-01,Massachusetts,MA,0
2021-09-01,Massachusetts,MA,0
2021-10-01,Massachusetts,MA,0
2021-11-01,Massachusetts,MA,0
2021-12-01,Massachusetts,MA,0
2006-01-01,Maryland,MD,0
2006-02-01,Maryland,MD,0
2006-03-01,Maryland,MD,0
2006-04-01,Maryland,MD,0
2006-05-01,Maryland,MD,0
2006-06-01,Maryland,MD,0
2006-07-01,Maryland,MD,0
2006-08-01,Maryland,MD,0
2006-09-01,Maryland,MD,0
2006-10-01,Maryland,MD,1
2006-11-01,Maryland,MD,12
2006-12-01,Maryland,MD,0
2007-01-01,Maryland,MD,0
2007-02-01,Maryland,MD,0
2007-03-01,Maryland,MD,5
2007-04-01,Maryland,MD,10
2007-05-01,Maryland,MD,0
2007-06-01,Maryland,MD,2
2007-07-01,Maryland,MD,2
2007-08-01,Maryland,MD,2
2007-09-01,Maryland,MD,0
2007-10-01,Maryland,MD,0
2007-11-01,Maryland,MD,0
2007-12-01,Maryland,MD,1
2008-01-01,Maryland,MD,0
2008-02-01,Maryland,MD,2
2008-03-01,Maryland,MD,2
2008-04-01,Maryland,MD,2
2008-05-01,Maryland,MD,19
2008-06-01,Maryland,MD,0
2008-07-01,Maryland,MD,4
2008-08-01,Maryland,MD,1
2008-09-01,Maryland,MD,12
2008-10-01,Maryland,MD,0
2008-11-01,Maryland,MD,0
2008-12-01,Maryland,MD,0
2009-01-01,Maryland,MD,0
2009-02-01,Maryland,MD,0
2009-03-01,Maryland,MD,0
2009-04-01,Maryland,MD,0
2009-05-01,Maryland,MD,7
2009-06-01,Maryland,MD,7
2009-07-01,Maryland,MD,0
2009-08-01,Maryland,MD,31
2009-09-01,Maryland,MD,5
2009-10-01,Maryland,MD,0
2009-11-01,Maryland,MD,7
2009-12-01,Maryland,MD,3
2010-01-01,Maryland,MD,6
2010-02-01,Maryland,MD,0
2010-03-01,Maryland,MD,13
2010-04-01,Maryland,MD,0
2010-05-01,Maryland,MD,2
2010-06-01,Maryland,MD,0
2010-07-01,Maryland,MD,10
2010-08-01,Maryland,MD,11
2010-09-01,Maryland,MD,37
2010-10-01,Maryland,MD,6
2010-11-01,Maryland,MD,0
2010-12-01,Maryland,MD,1
2011-01-01,Maryland,MD,0
2011-02-01,Maryland,MD,0
2011-03-01,Maryland,MD,8
2011-04-01,Maryland,MD,19
2011-05-01,Maryland,MD,12
2011-06-01,Maryland,MD,1
2011-07-01,Maryland,MD,41
2011-08-01,Maryland,MD,67
2011-09-01,Maryland,MD,91
2011-10-01,Maryland,MD,1
2011-11-01,Maryland,MD,10
2011-12-01,Maryland,MD,13
2012-01-01,Maryland,MD,0
2012-02-01,Maryland,MD,2
2012-03-01,Maryland,MD,0
2012-04-01,Maryland,MD,0
2012-05-01,Maryland,MD,4
2012-06-01,Maryland,MD,23
2012-07-01,Maryland,MD,9
2012-08-01,Maryland,MD,31
2012-09-01,Maryland,MD,20
2012-10-01,Maryland,MD,37
2012-11-01,Maryland,MD,0
2012-12-01,Maryland,MD,5
2013-01-01,Maryland,MD,6
2013-02-01,Maryland,MD,0
2013-03-01,Maryland,MD,0
2013-04-01,Maryland,MD,0
2013-05-01,Maryland,MD,5
2013-06-01,Maryland,MD,26
2013-07-01,Maryland,MD,10
2013-08-01,Maryland,MD,8
2013-09-01,Maryland,MD,4
2013-10-01,Maryland,MD,2
2013-11-01,Maryland,MD,0
2013-12-01,Maryland,MD,0
2014-01-01,Maryland,MD,0
2014-02-01,Maryland,MD,0
2014-03-01,Maryland,MD,0
2014-04-01,Maryland,MD,118
2014-05-01,Maryland,MD,50
2014-06-01,Maryland,MD,56
2014-07-01,Maryland,MD,6
2014-08-01,Maryland,MD,72
2014-09-01,Maryland,MD,0
2014-10-01,Maryland,MD,16
2014-11-01,Maryland,MD,0
2014-12-01,Maryland,MD,0
2015-01-01,Maryland,MD,0
2015-02-01,Maryland,MD,0
2015-03-01,Maryland,MD,6
2015-04-01,Maryland,MD,2
2015-05-01,Maryland,MD,12
2015-06-01,Maryland,MD,96
2015-07-01,Maryland,MD,22
2015-08-01,Maryland,MD,22
2015-09-01,Maryland,MD,27
2015-10-01,Maryland,MD,18
2015-11-01,Maryland,MD,0
2015-12-01,Maryland,MD,4
2016-01-01,Maryland,MD,2
2016-02-01,Maryland,MD,68
2016-03-01,Maryland,MD,0
2016-04-01,Maryland,MD,0
2016-05-01,Maryland,MD,14
2016-06-01,Maryland,MD,8
2016-07-01,Maryland,MD,31
2016-08-01,Maryland,MD,1
2016-09-01,Maryland,MD,19
2016-10-01,Maryland,MD,3
2016-11-01,Maryland,MD,0
2016-12-01,Maryland,MD,0
2017-01-01,Maryland,MD,1
2017-02-01,Maryland,MD,0
2017-03-01,Maryland,MD,0
2017-04-01,Maryland,MD,4
2017-05-01,Maryland,MD,21
2017-06-01,Maryland,MD,0
2017-07-01,Maryland,MD,55
2017-08-01,Maryland,MD,42
2017-09-01,Maryland,MD,2
2017-10-01,Maryland,MD,4
2017-11-01,Maryland,MD,1
2017-12-01,Maryland,MD,0
2018-01-01,Maryland,MD,1
2018-02-01,Maryland,MD,19
2018-03-01,Maryland,MD,5
2018-04-01,Maryland,MD,13
2018-05-01,Maryland,MD,87
2018-06-01,Maryland,MD,32
2018-07-01,Maryland,MD,106
2018-08-01,Maryland,MD,96
2018-09-01,Maryland,MD,30
2018-10-01,Maryland,MD,0
2018-11-01,Maryland,MD,34
2018-12-01,Maryland,MD,24
2019-01-01,Maryland,MD,3
2019-02-01,Maryland,MD,0
2019-03-01,Maryland,MD,25
2019-04-01,Maryland,MD,0
2019-05-01,Maryland,MD,25
2019-06-01,Maryland,MD,4
2019-07-01,Maryland,MD,65
2019-08-01,Maryland,MD,16
2019-09-01,Maryland,MD,3
2019-10-01,Maryland,MD,63
2019-11-01,Maryland,MD,5
2019-12-01,Maryland,MD,1
2020-01-01,Maryland,MD,0
2020-02-01,Maryland,MD,0
2020-03-01,Maryland,MD,0
2020-04-01,Maryland,MD,31
2020-05-01,Maryland,MD,1
2020-06-01,Maryland,MD,20
2020-07-01,Maryland,MD,29
2020-08-01,Maryland,MD,104
2020-09-01,Maryland,MD,55
2020-10-01,Maryland,MD,8
2020-11-01,Maryland,MD,28
2020-12-01,Maryland,MD,30
2021-01-01,Maryland,MD,0
2021-02-01,Maryland,MD,0
2021-03-01,Maryland,MD,0
2021-04-01,Maryland,MD,0
2021-05-01,Maryland,MD,0
2021-06-01,Maryland,MD,0
2021-07-01,Maryland,MD,0
2021-08-01,Maryland,MD,0
2021-09-01,Maryland,MD,0
2021-10-01,Maryland,MD,0
2021-11-01,Maryland,MD,0
2021-12-01,Maryland,MD,0
2006-01-01,Maine,ME,0
2006-02-01,Maine,ME,0
2006-03-01,Maine,ME,0
2006-04-01,Maine,ME,0
2006-05-01,Maine,ME,0
2006-06-01,Maine,ME,0
2006-07-01,Maine,ME,0
2006-08-01,Maine,ME,0
2006-09-01,Maine,ME,0
2006-10-01,Maine,ME,39
2006-11-01,Maine,ME,5
2006-12-01,Maine,ME,0
2007-01-01,Maine,ME,0
2007-02-01,Maine,ME,0
2007-03-01,Maine,ME,31
2007-04-01,Maine,ME,57
2007-05-01,Maine,ME,3
2007-06-01,Maine,ME,0
2007-07-01,Maine,ME,3
2007-08-01,Maine,ME,0
2007-09-01,Maine,ME,0
2007-10-01,Maine,ME,0
2007-11-01,Maine,ME,2
2007-12-01,Maine,ME,0
2008-01-01,Maine,ME,0
2008-02-01,Maine,ME,0
2008-03-01,Maine,ME,1
2008-04-01,Maine,ME,28
2008-05-01,Maine,ME,17
2008-06-01,Maine,ME,3
2008-07-01,Maine,ME,9
2008-08-01,Maine,ME,22
2008-09-01,Maine,ME,10
2008-10-01,Maine,ME,1
2008-11-01,Maine,ME,13
2008-12-01,Maine,ME,1
2009-01-01,Maine,ME,2
2009-02-01,Maine,ME,0
2009-03-01,Maine,ME,0
2009-04-01,Maine,ME,16
2009-05-01,Maine,ME,0
2009-06-01,Maine,ME,21
2009-07-01,Maine,ME,22
2009-08-01,Maine,ME,2
2009-09-01,Maine,ME,0
2009-10-01,Maine,ME,0
2009-11-01,Maine,ME,1
2009-12-01,Maine,ME,9
2010-01-01,Maine,ME,9
2010-02-01,Maine,ME,10
2010-03-01,Maine,ME,16
2010-04-01,Maine,ME,2
2010-05-01,Maine,ME,0
2010-06-01,Maine,ME,0
2010-07-01,Maine,ME,10
2010-08-01,Maine,ME,0
2010-09-01,Maine,ME,0
2010-10-01,Maine,ME,0
2010-11-01,Maine,ME,0
2010-12-01,Maine,ME,29
2011-01-01,Maine,ME,1
2011-02-01,Maine,ME,0
2011-03-01,Maine,ME,3
2011-04-01,Maine,ME,6
2011-05-01,Maine,ME,5
2011-06-01,Maine,ME,4
2011-07-01,Maine,ME,6
2011-08-01,Maine,ME,22
2011-09-01,Maine,ME,2
2011-10-01,Maine,ME,0
2011-11-01,Maine,ME,1
2011-12-01,Maine,ME,0
2012-01-01,Maine,ME,0
2012-02-01,Maine,ME,0
2012-03-01,Maine,ME,1
2012-04-01,Maine,ME,2
2012-05-01,Maine,ME,0
2012-06-01,Maine,ME,28
2012-07-01,Maine,ME,1
2012-08-01,Maine,ME,0
2012-09-01,Maine,ME,0
2012-10-01,Maine,ME,6
2012-11-01,Maine,ME,1
2012-12-01,Maine,ME,3
2013-01-01,Maine,ME,0
2013-02-01,Maine,ME,0
2013-03-01,Maine,ME,1
2013-04-01,Maine,ME,0
2013-05-01,Maine,ME,6
2013-06-01,Maine,ME,14
2013-07-01,Maine,ME,6
2013-08-01,Maine,ME,3
2013-09-01,Maine,ME,5
2013-10-01,Maine,ME,0
2013-11-01,Maine,ME,0
2013-12-01,Maine,ME,2
2014-01-01,Maine,ME,6
2014-02-01,Maine,ME,0
2014-03-01,Maine,ME,0
2014-04-01,Maine,ME,26
2014-05-01,Maine,ME,6
2014-06-01,Maine,ME,0
2014-07-01,Maine,ME,22
2014-08-01,Maine,ME,24
2014-09-01,Maine,ME,0
2014-10-01,Maine,ME,4
2014-11-01,Maine,ME,0
2014-12-01,Maine,ME,0
2015-01-01,Maine,ME,4
2015-02-01,Maine,ME,2
2015-03-01,Maine,ME,0
2015-04-01,Maine,ME,16
2015-05-01,Maine,ME,0
2015-06-01,Maine,ME,0
2015-07-01,Maine,ME,0
2015-08-01,Maine,ME,6
2015-09-01,Maine,ME,24
2015-10-01,Maine,ME,1
2015-11-01,Maine,ME,0
2015-12-01,Maine,ME,0
2016-01-01,Maine,ME,4
2016-02-01,Maine,ME,4
2016-03-01,Maine,ME,0
2016-04-01,Maine,ME,0
2016-05-01,Maine,ME,0
2016-06-01,Maine,ME,4
2016-07-01,Maine,ME,0
2016-08-01,Maine,ME,0
2016-09-01,Maine,ME,1
2016-10-01,Maine,ME,10
2016-11-01,Maine,ME,2
2016-12-01,Maine,ME,0
2017-01-01,Maine,ME,3
2017-02-01,Maine,ME,1
2017-03-01,Maine,ME,2
2017-04-01,Maine,ME,7
2017-05-01,Maine,ME,5
2017-06-01,Maine,ME,4
2017-07-01,Maine,ME,36
2017-08-01,Maine,ME,0
2017-09-01,Maine,ME,0
2017-10-01,Maine,ME,12
2017-11-01,Maine,ME,0
2017-12-01,Maine,ME,0
2018-01-01,Maine,ME,12
2018-02-01,Maine,ME,0
2018-03-01,Maine,ME,13
2018-04-01,Maine,ME,5
2018-05-01,Maine,ME,2
2018-06-01,Maine,ME,0
2018-07-01,Maine,ME,2
2018-08-01,Maine,ME,2
2018-09-01,Maine,ME,0
2018-10-01,Maine,ME,0
2018-11-01,Maine,ME,3
2018-12-01,Maine,ME,3
2019-01-01,Maine,ME,2
2019-02-01,Maine,ME,0
2019-03-01,Maine,ME,0
2019-04-01,Maine,ME,16
2019-05-01,Maine,ME,0
2019-06-01,Maine,ME,0
2019-07-01,Maine,ME,0
2019-08-01,Maine,ME,0
2019-09-01,Maine,ME,0
2019-10-01,Maine,ME,1
2019-11-01,Maine,ME,0
2019-12-01,Maine,ME,8
2020-01-01,Maine,ME,1
2020-02-01,Maine,ME,0
2020-03-01,Maine,ME,0
2020-04-01,Maine,ME,10
2020-05-01,Maine,ME,1
2020-06-01,Maine,ME,2
2020-07-01,Maine,ME,3
2020-08-01,Maine,ME,0
2020-09-01,Maine,ME,2
2020-10-01,Maine,ME,0
2020-11-01,Maine,ME,0
2020-12-01,Maine,ME,2
2021-01-01,Maine,ME,0
2021-02-01,Maine,ME,0
2021-03-01,Maine,ME,0
2021-04-01,Maine,ME,0
2021-05-01,Maine,ME,0
2021-06-01,Maine,ME,0
2021-07-01,Maine,ME,0
2021-08-01,Maine,ME,0
2021-09-01,Maine,ME,0
2021-10-01,Maine,ME,0
2021-11-01,Maine,ME,0
2021-12-01,Maine,ME,0
2006-01-01,Michigan,MI,0
2006-02-01,Michigan,MI,0
2006-03-01,Michigan,MI,0
2006-04-01,Michigan,MI,0
2006-05-01,Michigan,MI,0
2006-06-01,Michigan,MI,0
2006-07-01,Michigan,MI,0
2006-08-01,Michigan,MI,0
2006-09-01,Michigan,MI,0
2006-10-01,Michigan,MI,0
2006-11-01,Michigan,MI,0
2006-12-01,Michigan,MI,0
2007-01-01,Michigan,MI,0
2007-02-01,Michigan,MI,0
2007-03-01,Michigan,MI,3
2007-04-01,Michigan,MI,0
2007-05-01,Michigan,MI,0
2007-06-01,Michigan,MI,5
2007-07-01,Michigan,MI,4
2007-08-01,Michigan,MI,2
2007-09-01,Michigan,MI,0
2007-10-01,Michigan,MI,0
2007-11-01,Michigan,MI,0
2007-12-01,Michigan,MI,0
2008-01-01,Michigan,MI,0
2008-02-01,Michigan,MI,1
2008-03-01,Michigan,MI,0
2008-04-01,Michigan,MI,5
2008-05-01,Michigan,MI,0
2008-06-01,Michigan,MI,16
2008-07-01,Michigan,MI,8
2008-08-01,Michigan,MI,0
2008-09-01,Michigan,MI,17
2008-10-01,Michigan,MI,0
2008-11-01,Michigan,MI,0
2008-12-01,Michigan,MI,1
2009-01-01,Michigan,MI,0
2009-02-01,Michigan,MI,0
2009-03-01,Michigan,MI,3
2009-04-01,Michigan,MI,0
2009-05-01,Michigan,MI,0
2009-06-01,Michigan,MI,17
2009-07-01,Michigan,MI,0
2009-08-01,Michigan,MI,1
2009-09-01,Michigan,MI,0
2009-10-01,Michigan,MI,0
2009-11-01,Michigan,MI,0
2009-12-01,Michigan,MI,0
2010-01-01,Michigan,MI,0
2010-02-01,Michigan,MI,0
2010-03-01,Michigan,MI,0
2010-04-01,Michigan,MI,0
2010-05-01,Michigan,MI,5
2010-06-01,Michigan,MI,7
2010-07-01,Michigan,MI,5
2010-08-01,Michigan,MI,1
2010-09-01,Michigan,MI,5
2010-10-01,Michigan,MI,0
2010-11-01,Michigan,MI,0
2010-12-01,Michigan,MI,0
2011-01-01,Michigan,MI,0
2011-02-01,Michigan,MI,0
2011-03-01,Michigan,MI,0
2011-04-01,Michigan,MI,3
2011-05-01,Michigan,MI,7
2011-06-01,Michigan,MI,13
2011-07-01,Michigan,MI,10
2011-08-01,Michigan,MI,4
2011-09-01,Michigan,MI,0
2011-10-01,Michigan,MI,0
2011-11-01,Michigan,MI,0
2011-12-01,Michigan,MI,0
2012-01-01,Michigan,MI,0
2012-02-01,Michigan,MI,0
2012-03-01,Michigan,MI,1
2012-04-01,Michigan,MI,0
2012-05-01,Michigan,MI,7
2012-06-01,Michigan,MI,1
2012-07-01,Michigan,MI,4
2012-08-01,Michigan,MI,1
2012-09-01,Michigan,MI,0
2012-10-01,Michigan,MI,1
2012-11-01,Michigan,MI,0
2012-12-01,Michigan,MI,0
2013-01-01,Michigan,MI,1
2013-02-01,Michigan,MI,0
2013-03-01,Michigan,MI,0
2013-04-01,Michigan,MI,36
2013-05-01,Michigan,MI,0
2013-06-01,Michigan,MI,3
2013-07-01,Michigan,MI,2
2013-08-01,Michigan,MI,3
2013-09-01,Michigan,MI,4
2013-10-01,Michigan,MI,0
2013-11-01,Michigan,MI,4
2013-12-01,Michigan,MI,0
2014-01-01,Michigan,MI,0
2014-02-01,Michigan,MI,0
2014-03-01,Michigan,MI,0
2014-04-01,Michigan,MI,9
2014-05-01,Michigan,MI,4
2014-06-01,Michigan,MI,4
2014-07-01,Michigan,MI,0
2014-08-01,Michigan,MI,18
2014-09-01,Michigan,MI,16
2014-10-01,Michigan,MI,0
2014-11-01,Michigan,MI,0
2014-12-01,Michigan,MI,0
2015-01-01,Michigan,MI,0
2015-02-01,Michigan,MI,0
2015-03-01,Michigan,MI,0
2015-04-01,Michigan,MI,0
2015-05-01,Michigan,MI,0
2015-06-01,Michigan,MI,4
2015-07-01,Michigan,MI,4
2015-08-01,Michigan,MI,0
2015-09-01,Michigan,MI,0
2015-10-01,Michigan,MI,0
2015-11-01,Michigan,MI,0
2015-12-01,Michigan,MI,0
2016-01-01,Michigan,MI,0
2016-02-01,Michigan,MI,0
2016-03-01,Michigan,MI,0
2016-04-01,Michigan,MI,0
2016-05-01,Michigan,MI,0
2016-06-01,Michigan,MI,0
2016-07-01,Michigan,MI,5
2016-08-01,Michigan,MI,7
2016-09-01,Michigan,MI,3
2016-10-01,Michigan,MI,3
2016-11-01,Michigan,MI,0
2016-12-01,Michigan,MI,0
2017-01-01,Michigan,MI,0
2017-02-01,Michigan,MI,0
2017-03-01,Michigan,MI,0
2017-04-01,Michigan,MI,1
2017-05-01,Michigan,MI,0
2017-06-01,Michigan,MI,8
2017-07-01,Michigan,MI,4
2017-08-01,Michigan,MI,4
2017-09-01,Michigan,MI,0
2017-10-01,Michigan,MI,8
2017-11-01,Michigan,MI,0
2017-12-01,Michigan,MI,1
2018-01-01,Michigan,MI,0
2018-02-01,Michigan,MI,16
2018-03-01,Michigan,MI,0
2018-04-01,Michigan,MI,0
2018-05-01,Michigan,MI,0
2018-06-01,Michigan,MI,9
2018-07-01,Michigan,MI,2
2018-08-01,Michigan,MI,2
2018-09-01,Michigan,MI,4
2018-10-01,Michigan,MI,0
2018-11-01,Michigan,MI,0
2018-12-01,Michigan,MI,1
2019-01-01,Michigan,MI,0
2019-02-01,Michigan,MI,1
2019-03-01,Michigan,MI,2
2019-04-01,Michigan,MI,12
2019-05-01,Michigan,MI,22
2019-06-01,Michigan,MI,4
2019-07-01,Michigan,MI,10
2019-08-01,Michigan,MI,4
2019-09-01,Michigan,MI,3
2019-10-01,Michigan,MI,29
2019-11-01,Michigan,MI,11
2019-12-01,Michigan,MI,0
2020-01-01,Michigan,MI,22
2020-02-01,Michigan,MI,1
2020-03-01,Michigan,MI,4
2020-04-01,Michigan,MI,17
2020-05-01,Michigan,MI,94
2020-06-01,Michigan,MI,11
2020-07-01,Michigan,MI,20
2020-08-01,Michigan,MI,21
2020-09-01,Michigan,MI,5
2020-10-01,Michigan,MI,0
2020-11-01,Michigan,MI,3
2020-12-01,Michigan,MI,0
2021-01-01,Michigan,MI,0
2021-02-01,Michigan,MI,0
2021-03-01,Michigan,MI,0
2021-04-01,Michigan,MI,0
